codigo_viagem,cnpj,numero_equipamento_fiscal,numero_bilhete,data_emissao_bilhete,hora_emissao_bilhete,categoria_transporte,nu_linha,origem_destino_linha,ponto_origem_viagem,ponto_destino_viagem,tipo_servico,data_viagem,hora_viagem,tipo_viagem,numero_poltrona,plataforma_embarque,tipo_gratitude,valor_tarifa,valor_percentual_desconto,valor_aliquota_icms,valor_pedagio,valor_taxa_embarque,valor_total,origem_emissao,in_passagem_cancelada
2437588,16624611000140,31200116624611009873,2776375,01-01-2020,15:12:16,Interestadual,6013761,BELO HORIZONTE(MG) - CONCEICAO DA BARRA(ES),GOVERNADOR VALADARES/MG        ,SAO MATEUS/ES        ,Executivo,04-01-2020,23:15:00,Regular,15,0,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",128.97,28.3,18.0,0.0,2.53,95.0,Presencial,NÃO
2437187,16624611000140,35200116624611000140,670734,04-01-2020,12:33:22,Interestadual,8001861,SAO PAULO(SP) - BELO HORIZONTE(MG),SAO PAULO/SP        ,BELO HORIZONTE/MG        ,Executivo,04-01-2020,13:00:00,Regular,27,1,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",211.09,28.4,12.0,2.36,7.49,161.0,Presencial,NÃO
2436335,16624611000140,35191116624611000140,569154,30-11-2019,16:29:37,Interestadual,8001861,SAO PAULO(SP) - BELO HORIZONTE(MG),SAO PAULO/SP        ,BELO HORIZONTE/MG        ,Executivo,03-01-2020,11:00:00,Regular,43,1,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",211.09,64.9,12.0,2.36,7.49,83.94,Presencial,NÃO
2523639,78586674000107,000000,0,19-01-2020,10:24:00,Interestadual,9013100,LONDRINA(PR) - SAO PAULO(SP),SAO PAULO/SP        ,LONDRINA/PR        ,Convencional com sanitário,20-01-2020,23:30:00,Regular,17,N/I,Tarifa Normal - sem desconto,91.94,0.0,12.0,11.37,6.59,109.9,Não Se Aplica,NÃO
2521183,61084018000103,31200161084018004877,522308,21-01-2020,22:39:00,Interestadual,6030531,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,22-01-2020,22:30:00,Regular,14,E2,Tarifa Normal - sem desconto,108.58,0.0,18.0,7.51,3.9,119.99,Não Se Aplica,NÃO
2521649,61084018000103,31200161084018004877,507351,15-01-2020,11:16:00,Interestadual,6030531,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,24-01-2020,22:30:00,Regular,31,E2,Tarifa Normal - sem desconto,108.58,0.0,18.0,7.51,3.9,119.99,Não Se Aplica,NÃO
2470738,79111779000172,41200179111779000172,744681,06-01-2020,20:44:00,Interestadual,9010861,LONDRINA(PR) - DOURADOS(MS),LONDRINA/PR        ,DOURADOS/MS        ,Convencional com sanitário,06-01-2020,21:15:00,Regular,29,N/I,Tarifa Normal - sem desconto,195.13,0.0,12.0,3.54,6.05,204.72,Não Se Aplica,NÃO
2436655,61084018000103,31200161084018004877,475206,02-01-2020,12:34:00,Interestadual,8005661,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Convencional com sanitário,02-01-2020,21:45:00,Regular,9,E2,Tarifa Normal - sem desconto,143.59,0.0,18.0,2.5,3.9,169.99,Não Se Aplica,NÃO
2520450,61084018000103,31200161084018004877,512975,17-01-2020,14:44:00,Interestadual,8005661,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Convencional com sanitário,19-01-2020,21:45:00,Regular,27,E2,Tarifa Normal - sem desconto,143.59,0.0,18.0,2.5,3.9,169.99,Não Se Aplica,NÃO
2520451,61084018000103,31200161084018004877,512975,17-01-2020,14:44:00,Interestadual,8005661,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Convencional com sanitário,19-01-2020,21:45:00,Regular,27,E2,Tarifa Normal - sem desconto,143.59,0.0,18.0,2.5,3.9,169.99,Não Se Aplica,NÃO
2461452,23542573000142,33200133337007000152,100393077,01-01-2020,15:16:00,Interestadual,6029361,JUIZ DE FORA(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,JUIZ DE FORA/MG        ,Executivo,10-01-2020,10:30:00,Regular,13,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",59.76,13.0,20.0,3.1,6.14,69.0,Não Se Aplica,NÃO
2461453,23542573000142,33200133337007000152,100393077,01-01-2020,15:16:00,Interestadual,6029361,JUIZ DE FORA(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,JUIZ DE FORA/MG        ,Executivo,10-01-2020,10:30:00,Regular,13,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",59.76,13.0,20.0,3.1,6.14,69.0,Não Se Aplica,NÃO
2444579,23542573000142,33200133337007000152,100428005,04-01-2020,17:50:00,Interestadual,6029361,JUIZ DE FORA(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,JUIZ DE FORA/MG        ,Executivo,04-01-2020,19:00:00,Regular,21,N/I,Tarifa Normal - sem desconto,69.76,0.0,20.0,3.1,6.14,79.0,Não Se Aplica,NÃO
2461097,23542573000142,33200133337007000152,100454933,08-01-2020,13:01:00,Interestadual,6029361,JUIZ DE FORA(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,JUIZ DE FORA/MG        ,Executivo,08-01-2020,13:15:00,Regular,16,N/I,Tarifa Normal - sem desconto,69.76,0.0,20.0,3.1,6.14,79.0,Não Se Aplica,NÃO
2510646,23542573000142,33200133337007000152,100573453,23-01-2020,10:07:00,Interestadual,6029361,JUIZ DE FORA(MG) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,JUIZ DE FORA/MG        ,Executivo,23-01-2020,11:30:00,Regular,13,N/I,Tarifa Normal - sem desconto,69.76,0.0,20.0,3.1,6.14,79.0,Não Se Aplica,NÃO
2468081,61084018000103,35200161084018000103,6494742,07-01-2020,11:52:00,Interestadual,8005661,SAO PAULO(SP) - BELO HORIZONTE(MG),SAO PAULO/SP        ,BELO HORIZONTE/MG        ,Convencional com sanitário,07-01-2020,15:00:00,Regular,5,8,Tarifa Normal - sem desconto,140.17,0.0,12.0,2.33,7.49,149.99,Não Se Aplica,NÃO
2492453,61084018000103,35200161084018000103,6655397,12-01-2020,21:15:00,Interestadual,8005661,SAO PAULO(SP) - BELO HORIZONTE(MG),SAO PAULO/SP        ,BELO HORIZONTE/MG        ,Convencional com sanitário,12-01-2020,22:15:00,Regular,6,16,Tarifa Normal - sem desconto,140.17,0.0,12.0,2.33,7.49,161.99,Não Se Aplica,NÃO
2468348,61084018000103,35200161084018000103,6472568,06-01-2020,15:18:00,Interestadual,8004900,SANTOS(SP) - BELO HORIZONTE(MG),SANTOS/SP        ,BELO HORIZONTE/MG        ,Convencional com sanitário,08-01-2020,19:30:00,Regular,27,07/08,Tarifa Normal - sem desconto,150.12,0.0,12.0,3.92,5.95,159.99,Não Se Aplica,NÃO
2460645,23542573000142,35191233337007008803,100348965,26-12-2019,14:43:00,Interestadual,7013861,RIO DE JANEIRO(RJ) - SANTOS(SP),SANTOS/SP        ,RIO DE JANEIRO/RJ        ,Executivo,05-01-2020,23:59:00,Regular,41,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",160.45,13.0,12.0,9.31,5.24,175.0,Não Se Aplica,NÃO
2521185,61084018000103,31200161084018004877,522308,21-01-2020,22:39:00,Interestadual,6030531,BELO HORIZONTE(MG) - RIO DE JANEIRO(RJ),BELO HORIZONTE/MG        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,22-01-2020,22:30:00,Regular,14,E2,Tarifa Normal - sem desconto,108.58,0.0,18.0,7.51,3.9,119.99,Não Se Aplica,NÃO
2460665,23542573000142,31200133337007008307,100431338,05-01-2020,22:19:00,Interestadual,6029361,JUIZ DE FORA(MG) - RIO DE JANEIRO(RJ),JUIZ DE FORA/MG        ,RIO DE JANEIRO/RJ        ,Executivo,06-01-2020,06:50:00,Regular,41,N/I,Tarifa Normal - sem desconto,70.73,0.0,18.0,3.02,5.25,79.0,Não Se Aplica,NÃO
2492692,61084018000103,31200161084018004877,504025,13-01-2020,22:21:00,Interestadual,6031661,JUIZ DE FORA(MG) - SAO PAULO(SP),JUIZ DE FORA/MG        ,SAO PAULO/SP        ,Convencional com sanitário,13-01-2020,23:40:00,Regular,20,10,Tarifa Normal - sem desconto,140.04,0.0,18.0,9.7,5.25,154.99,Não Se Aplica,NÃO
2492649,61084018000103,31200161084018004877,500140,12-01-2020,11:09:00,Interestadual,8005661,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Convencional com sanitário,13-01-2020,21:30:00,Regular,38,E2,Tarifa Normal - sem desconto,143.59,0.0,18.0,2.5,3.9,169.99,Não Se Aplica,NÃO
2451953,30069314000101,31191230069314004875,199889,29-12-2019,09:06:00,Interestadual,6033100,PIRAPETINGA(MG) - ITAPERUNA(RJ),PIRAPETINGA/MG        ,CRUZEIRO DA FORTALEZA/MG        ,Convencional com sanitário,02-01-2020,11:10:00,Regular,26,--,Tarifa Normal - sem desconto,10.99,0.0,18.0,0.0,0.0,10.99,Não Se Aplica,NÃO
2437751,61084018000103,35191261084018000103,6268713,30-12-2019,17:55:00,Interestadual,8005661,SAO PAULO(SP) - BELO HORIZONTE(MG),SAO PAULO/SP        ,BELO HORIZONTE/MG        ,Convencional com sanitário,04-01-2020,15:00:00,Regular,38,8,Tarifa Normal - sem desconto,140.17,0.0,12.0,2.33,7.49,149.99,Não Se Aplica,NÃO
2521915,61084018000103,35200161084018000103,6967540,23-01-2020,14:55:00,Interestadual,8005661,SAO PAULO(SP) - BELO HORIZONTE(MG),SAO PAULO/SP        ,BELO HORIZONTE/MG        ,Convencional com sanitário,25-01-2020,23:15:00,Regular,2,20,Tarifa Normal - sem desconto,140.17,0.0,12.0,2.33,7.49,89.99,Não Se Aplica,NÃO
2493551,61084018000103,35200161084018000103,6513681,08-01-2020,06:40:00,Interestadual,8005661,SAO PAULO(SP) - BELO HORIZONTE(MG),SAO PAULO/SP        ,BELO HORIZONTE/MG        ,Convencional com sanitário,17-01-2020,23:15:00,Regular,3,20,Tarifa Normal - sem desconto,140.17,0.0,12.0,2.33,7.49,72.9,Não Se Aplica,NÃO
2460715,23542573000142,31200133337007008307,100417232,04-01-2020,08:56:00,Interestadual,6029361,JUIZ DE FORA(MG) - RIO DE JANEIRO(RJ),JUIZ DE FORA/MG        ,RIO DE JANEIRO/RJ        ,Executivo,06-01-2020,11:45:00,Regular,23,N/I,Tarifa Normal - sem desconto,70.73,0.0,18.0,3.02,5.25,79.0,Não Se Aplica,NÃO
2483080,23542573000142,31200133337007008307,100398596,02-01-2020,17:33:00,Interestadual,6029361,JUIZ DE FORA(MG) - RIO DE JANEIRO(RJ),JUIZ DE FORA/MG        ,RIO DE JANEIRO/RJ        ,Executivo,14-01-2020,15:15:00,Regular,3,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",50.73,25.0,18.0,3.02,5.25,59.0,Não Se Aplica,NÃO
2460714,23542573000142,31200133337007008307,100417232,04-01-2020,08:56:00,Interestadual,6029361,JUIZ DE FORA(MG) - RIO DE JANEIRO(RJ),JUIZ DE FORA/MG        ,RIO DE JANEIRO/RJ        ,Executivo,06-01-2020,11:45:00,Regular,23,N/I,Tarifa Normal - sem desconto,70.73,0.0,18.0,3.02,5.25,79.0,Não Se Aplica,NÃO
2498337,82647884000135,266431,105045,17-01-2020,09:39:00,Interestadual,9000000,CURITIBA(PR) - LAGES(SC),SAO CRISTOVAO DO SUL/SC        ,CURITIBA/PR        ,Convencional com sanitário,17-01-2020,23:00:00,Regular,14,--,Tarifa Normal - sem desconto,68.07,0.0,12.0,2.92,0.0,70.99,Não Se Aplica,NÃO
2497802,82647884000135,41200182647884000488,968420,14-01-2020,17:35:00,Interestadual,9000000,CURITIBA(PR) - LAGES(SC),CURITIBA/PR        ,LAGES/SC        ,Convencional com sanitário,15-01-2020,23:55:00,Regular,3,A,Tarifa Normal - sem desconto,82.04,0.0,12.0,3.64,6.31,91.99,Não Se Aplica,NÃO
2526114,82647884000135,034865,93600,23-01-2020,08:57:00,Interestadual,9035731,CURITIBA(PR) - FLORIANOPOLIS(SC),BALNEARIO CAMBORIU/SC        ,CURITIBA/PR        ,Convencional com sanitário,23-01-2020,07:30:00,Regular,40,--,Tarifa Normal - sem desconto,62.45,0.0,12.0,1.14,7.4,70.99,Não Se Aplica,NÃO
2447113,82647884000135,41200182647884000488,901490,01-01-2020,15:32:00,Interestadual,16000500,BALNEARIO CAMBORIU(SC) - CURITIBA(PR),CURITIBA/PR        ,BALNEARIO CAMBORIU/SC        ,Convencional com sanitário,03-01-2020,18:20:00,Regular,16,A,Tarifa Normal - sem desconto,49.89,0.0,12.0,0.98,6.12,46.99,Não Se Aplica,NÃO
2497289,82647884000135,41200182647884000488,964169,13-01-2020,20:38:00,Interestadual,9000000,CURITIBA(PR) - LAGES(SC),CURITIBA/PR        ,LAGES/SC        ,Convencional com sanitário,13-01-2020,23:55:00,Regular,19,A,Tarifa Normal - sem desconto,82.23,0.0,12.0,3.64,6.12,91.99,Não Se Aplica,NÃO
2429481,5423509000160,51191205423509000675,11600,31-12-2019,17:08:00,Interestadual,19003761,PARANAIBA(MS) - PRIMAVERA DO LESTE(MT),PRIMAVERA DO LESTE/MT        ,RIO VERDE/GO        ,Executivo,01-01-2020,02:30:00,Regular,8,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",176.65,0.0,12.0,2.29,3.5,129.44,Não Se Aplica,NÃO
2525635,82647884000135,266846,182600,21-01-2020,14:39:00,Interestadual,9000200,CURITIBA(PR) - FLORIANOPOLIS(SC),BALNEARIO CAMBORIU/SC        ,CURITIBA/PR        ,Convencional com sanitário,21-01-2020,13:10:00,Regular,12,N/I,Tarifa Normal - sem desconto,48.61,0.0,12.0,0.98,7.4,56.99,Não Se Aplica,NÃO
2471797,82647884000135,41200182647884000488,932777,07-01-2020,16:25:00,Interestadual,9035900,CURITIBA(PR) - FLORIANOPOLIS(SC),CURITIBA/PR        ,FLORIANOPOLIS/SC        ,Convencional com sanitário,08-01-2020,13:00:00,Regular,46,A,Tarifa Normal - sem desconto,67.69,0.0,12.0,1.18,6.12,59.99,Não Se Aplica,NÃO
2498437,82647884000135,41200182647884000488,944439,09-01-2020,18:21:00,Interestadual,9035900,CURITIBA(PR) - FLORIANOPOLIS(SC),CURITIBA/PR        ,FLORIANOPOLIS/SC        ,Convencional com sanitário,18-01-2020,13:00:00,Regular,22,A,Tarifa Normal - sem desconto,67.69,0.0,12.0,1.18,6.12,59.99,Não Se Aplica,NÃO
2471317,82647884000135,41200182647884000488,921540,05-01-2020,16:21:00,Interestadual,9037861,CURITIBA(PR) - FLORIANOPOLIS(SC),CURITIBA/PR        ,FLORIANOPOLIS/SC        ,Convencional com sanitário,06-01-2020,18:25:00,Regular,50,A,Tarifa Normal - sem desconto,62.69,0.0,12.0,1.18,6.12,49.99,Não Se Aplica,NÃO
2498357,82647884000135,41200182647884000488,982471,17-01-2020,13:39:00,Interestadual,9000000,CURITIBA(PR) - LAGES(SC),CURITIBA/PR        ,SANTA CECILIA/SC        ,Convencional com sanitário,17-01-2020,23:55:00,Regular,4,A,Tarifa Normal - sem desconto,56.49,0.0,12.0,2.19,6.31,64.99,Não Se Aplica,NÃO
2471317,82647884000135,41200182647884000488,927697,06-01-2020,18:18:00,Interestadual,9037861,CURITIBA(PR) - FLORIANOPOLIS(SC),CURITIBA/PR        ,FLORIANOPOLIS/SC        ,Convencional com sanitário,06-01-2020,18:25:00,Regular,48,A,Tarifa Normal - sem desconto,62.69,0.0,12.0,1.18,6.12,49.99,Não Se Aplica,NÃO
2458472,16624611000140,31191216624611009873,2672906,22-12-2019,12:00:04,Interestadual,6013500,BELO HORIZONTE(MG) - GOIANIA(GO),BELO HORIZONTE/MG        ,CATALAO/GO        ,Convencional com sanitário,10-01-2020,10:45:00,Regular,45,A1,Autorização de Viagem - Passe Livre - Art. 1º da Lei nº 8.899/94,164.67,103.84,18.0,2.43,3.9,0.0,Presencial,NÃO
2457397,16624611000140,31191216624611009873,2586627,14-12-2019,14:08:49,Interestadual,6014600,PIRAPORA(MG) - SAO PAULO(SP),CURVELO/MG        ,SAO PAULO/SP        ,Convencional com sanitário,06-01-2020,18:00:00,Regular,5,0,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",170.08,50.0,18.0,4.17,2.75,91.96,Presencial,NÃO
2495768,78586674000107,41191278586674000107,2178451,14-12-2019,12:31:00,Interestadual,9013200,LONDRINA(PR) - SAO PAULO(SP),LONDRINA/PR        ,SAO PAULO/SP        ,Convencional com sanitário,16-01-2020,08:15:00,Regular,3,N/I,Tarifa Normal - sem desconto,46.14,50.0,12.0,11.57,6.05,63.76,Não Se Aplica,NÃO
2492412,61084018000103,31200161084018004877,488929,07-01-2020,16:57:00,Interestadual,6031561,JUIZ DE FORA(MG) - SANTOS(SP),JUIZ DE FORA/MG        ,SANTOS/SP        ,Convencional com sanitário,12-01-2020,20:30:00,Regular,3,10,Tarifa Normal - sem desconto,160.29,0.0,18.0,10.45,5.25,175.99,Não Se Aplica,NÃO
2463866,30069314000101,35191230069314002821,416215,22-12-2019,23:47:00,Interestadual,8008031,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,06-01-2020,22:30:00,Regular,21,02,Tarifa Normal - sem desconto,109.77,0.0,12.0,7.83,6.39,123.99,Não Se Aplica,NÃO
2463744,30069314000101,35200130069314002821,443580,06-01-2020,08:58:00,Interestadual,8008031,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,06-01-2020,09:30:00,Regular,49,02,"Gratuidade de Criança - Inciso XVII, art. 29 do Decreto nº 2.521/98",109.77,100.0,12.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2514918,30069314000101,35200130069314002821,473332,21-01-2020,19:16:00,Interestadual,8008031,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,21-01-2020,20:35:00,Regular,9,04,Tarifa Normal - sem desconto,113.68,0.0,12.0,7.83,6.39,127.9,Não Se Aplica,NÃO
2515515,30069314000101,35200130069314002821,477131,24-01-2020,06:36:00,Interestadual,8008031,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,24-01-2020,22:30:00,Regular,18,02,Tarifa Normal - sem desconto,113.68,0.0,12.0,7.83,6.39,127.9,Não Se Aplica,NÃO
2515512,30069314000101,35200130069314002821,477131,24-01-2020,06:36:00,Interestadual,8008031,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,24-01-2020,22:30:00,Regular,18,02,Tarifa Normal - sem desconto,113.68,0.0,12.0,7.83,6.39,127.9,Não Se Aplica,NÃO
2451911,30069314000101,35191230069314002821,429211,28-12-2019,14:30:00,Interestadual,8008031,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,02-01-2020,07:30:00,Regular,24,02,Tarifa Normal - sem desconto,109.77,0.0,12.0,7.83,6.39,123.99,Não Se Aplica,NÃO
2444012,23542573000142,31191233337007008307,100371429,29-12-2019,15:30:00,Interestadual,6024731,BELO HORIZONTE(MG) - SAO BERNARDO DO CAMPO(SP),BELO HORIZONTE/MG        ,SAO BERNARDO DO CAMPO/SP        ,Semileito,02-01-2020,20:30:00,Regular,62,N/I,Tarifa Normal - sem desconto,282.91,0.0,18.0,3.19,3.9,290.0,Não Se Aplica,NÃO
2438177,61084018000103,35200161084018000103,6431769,05-01-2020,09:38:00,Interestadual,8006600,SAO PAULO(SP) - POCOS DE CALDAS(MG),SAO PAULO/SP        ,POCOS DE CALDAS/MG        ,Convencional com sanitário,05-01-2020,11:00:00,Regular,37,14,"Gratuidade de Criança - Inciso XVII, art. 29 do Decreto nº 2.521/98",58.87,100.0,12.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2514890,30069314000101,33200130069314000101,4750030,21-01-2020,14:37:00,Interestadual,8008031,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,21-01-2020,15:30:00,Regular,31,49 A 55,Tarifa Normal - sem desconto,113.93,0.0,20.0,7.83,6.14,127.9,Não Se Aplica,NÃO
2521501,61084018000103,31200161084018004877,508165,15-01-2020,15:58:00,Interestadual,8006361,SAO PAULO(SP) - JUIZ DE FORA(MG),JUIZ DE FORA/MG        ,SAO PAULO/SP        ,Convencional com sanitário,24-01-2020,10:35:00,Regular,12,11,Tarifa Normal - sem desconto,140.04,0.0,18.0,9.7,5.25,154.99,Não Se Aplica,NÃO
2492600,61084018000103,31200161084018004877,495402,10-01-2020,08:16:00,Interestadual,8005600,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Convencional com sanitário,13-01-2020,14:00:00,Regular,9,E2,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",137.59,100.0,18.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2451880,30069314000101,33191130069314000101,3032512,15-11-2019,16:11:00,Interestadual,8008031,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,01-01-2020,23:59:00,Regular,12,49 A 55,Tarifa Normal - sem desconto,110.08,0.0,20.0,7.83,6.14,124.05,Não Se Aplica,NÃO
2437871,61084018000103,35200161084018000103,6424122,04-01-2020,20:25:00,Interestadual,8005600,SAO PAULO(SP) - BELO HORIZONTE(MG),SAO PAULO/SP        ,BELO HORIZONTE/MG        ,Convencional com sanitário,04-01-2020,23:30:00,Regular,27,16,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",128.17,100.0,12.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2514621,30069314000101,35200130069314002821,469801,20-01-2020,00:24:00,Interestadual,8008031,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,20-01-2020,00:35:00,Regular,39,06,Tarifa Normal - sem desconto,113.68,0.0,12.0,7.83,6.39,127.9,Não Se Aplica,NÃO
2515382,30069314000101,35200130069314002821,477217,24-01-2020,08:40:00,Interestadual,8008031,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,24-01-2020,09:30:00,Regular,49,02,Tarifa Normal - sem desconto,113.68,0.0,12.0,7.83,6.39,127.9,Não Se Aplica,NÃO
2515384,30069314000101,35200130069314002821,477217,24-01-2020,08:40:00,Interestadual,8008031,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,24-01-2020,09:30:00,Regular,49,02,Tarifa Normal - sem desconto,113.68,0.0,12.0,7.83,6.39,127.9,Não Se Aplica,NÃO
2486969,30069314000101,35191230069314002821,370123,03-12-2019,14:31:00,Interestadual,8008031,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,13-01-2020,00:15:00,Regular,23,08,Tarifa Normal - sem desconto,109.77,0.0,12.0,7.83,6.39,123.99,Não Se Aplica,NÃO
2463989,30069314000101,35191130069314002821,359172,28-11-2019,11:49:00,Interestadual,8008031,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,07-01-2020,13:30:00,Regular,12,02,Tarifa Normal - sem desconto,109.77,0.0,12.0,7.83,6.39,123.99,Não Se Aplica,NÃO
2468529,61084018000103,41200161084018005849,199306,09-01-2020,11:05:00,Interestadual,8006231,SAO PAULO(SP) - CURITIBA(PR),CURITIBA/PR        ,SAO PAULO/SP        ,Convencional com sanitário,09-01-2020,11:30:00,Regular,29,B,Tarifa Normal - sem desconto,111.01,0.0,12.0,2.86,6.12,119.99,Não Se Aplica,NÃO
2521124,61084018000103,41200161084018005849,209415,21-01-2020,14:21:00,Interestadual,8006231,SAO PAULO(SP) - CURITIBA(PR),CURITIBA/PR        ,SAO PAULO/SP        ,Convencional com sanitário,22-01-2020,16:00:00,Regular,17,B,Tarifa Normal - sem desconto,110.82,0.0,12.0,2.86,6.31,119.99,Não Se Aplica,NÃO
2493145,61084018000103,41200161084018005849,204972,15-01-2020,20:45:00,Interestadual,8006231,SAO PAULO(SP) - CURITIBA(PR),CURITIBA/PR        ,SAO PAULO/SP        ,Convencional com sanitário,16-01-2020,00:20:00,Regular,45,B,Tarifa Normal - sem desconto,110.82,0.0,12.0,2.86,6.31,119.99,Não Se Aplica,NÃO
2492978,61084018000103,41200161084018005849,203839,14-01-2020,17:32:00,Interestadual,8006231,SAO PAULO(SP) - CURITIBA(PR),CURITIBA/PR        ,SAO PAULO/SP        ,Convencional com sanitário,15-01-2020,09:00:00,Regular,47,B,Tarifa Normal - sem desconto,110.82,0.0,12.0,2.86,6.31,119.99,Não Se Aplica,NÃO
2478588,16624611000140,35191216624611000140,619290,16-12-2019,14:13:47,Interestadual,5008461,ILHEUS(BA) - SAO PAULO(SP),SAO PAULO/SP        ,ILHEUS/BA        ,Executivo,12-01-2020,12:30:00,Regular,9,61,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",364.74,30.0,12.0,13.77,7.49,276.58,Presencial,NÃO
2523772,78586674000107,35200178586674008515,476823,16-01-2020,16:24:00,Interestadual,9013131,LONDRINA(PR) - SAO PAULO(SP),SAO PAULO/SP        ,LONDRINA/PR        ,Convencional com sanitário,21-01-2020,23:00:00,Regular,14,N/I,Tarifa Normal - sem desconto,91.94,0.0,12.0,11.37,6.59,109.9,Não Se Aplica,NÃO
2479168,16624611000140,29191216624611010960,496424,04-12-2019,14:00:56,Interestadual,5023161,PRADO(BA) - SAO PAULO(SP),TEIXEIRA DE FREITAS/BA        ,SAO PAULO/SP        ,Executivo,14-01-2020,14:30:00,Regular,19,0,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",490.57,64.9,18.0,14.98,6.0,193.17,Presencial,NÃO
2435311,16624611000140,29191216624611010960,527199,17-12-2019,22:12:21,Interestadual,5023161,PRADO(BA) - SAO PAULO(SP),TEIXEIRA DE FREITAS/BA        ,SAO PAULO/SP        ,Executivo,01-01-2020,14:30:00,Regular,21,0,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",490.57,104.28,18.0,14.98,6.0,0.0,Presencial,NÃO
